,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,Last Name,First Name,Club Name
4364,RJ Allen,OCS,D,24,19,1751,1,6,4,1,0,1,0,0.05,25.0,2016,REG,1,2,4,0.31,25.0,39,19,2,7,0,0,0,Allen,RJ,ORL
4365,Taylor Kemp,DC,D,31,30,2745,1,6,23,3,0,1,0,0.03,4.3,2016,REG,2,5,1,0.2,13.0,38,30,1,2,0,0,0,Kemp,Taylor,DC
4366,Michael Bradley,TOR,M,24,24,2160,1,5,12,3,0,1,0,0.04,8.3,2016,REG,1,4,1,0.21,25.0,28,20,0,5,0,0,0,Bradley,Michael,TOR
4367,Shea Salinas,SJ,M,33,8,1223,1,5,19,9,0,0,1,0.07,5.3,2016,REG,1,4,1,0.37,47.4,12,8,5,0,0,0,0,Salinas,Shea,SJ
4368,Ronald Matarrita,NYC,D,25,23,1988,1,5,25,9,0,0,1,0.05,4.0,2016,REG,1,3,2,0.23,36.0,28,13,2,4,0,0,0,Matarrita,Ronald,NYCFC
4369,Darlington Nagbe,ATL,M-F,27,27,2416,1,5,39,8,0,1,0,0.04,2.6,2016,REG,0,3,2,0.19,20.5,16,57,0,1,0,0,0,Nagbe,Darlington,ATL
4370,Roger Espinoza,SKC,M,30,30,2679,1,5,48,12,0,1,0,0.03,2.1,2016,REG,2,4,1,0.17,25.0,65,54,1,10,2,0,0,Espinoza,Roger,KC
4371,Julian Buescher,DC,M,20,3,584,1,4,8,4,0,1,0,0.15,12.5,2016,REG,0,1,3,0.62,50.0,21,12,1,3,0,0,0,Buescher,Julian,DC
4372,Dillon Powers,OCS,M,29,24,2122,1,4,34,6,0,0,1,0.04,2.9,2016,REG,1,2,2,0.17,17.6,31,39,2,4,0,0,0,Powers,Dillon,ORL
4373,Ike Opara,SKC,D,25,16,1542,1,3,15,7,0,1,0,0.06,6.7,2016,REG,2,2,1,0.18,46.7,22,11,1,4,1,0,0,Opara,Ike,KC
4374,Darren Mattocks,DC,F,19,12,940,1,3,20,10,0,1,0,0.1,5.0,2016,REG,1,3,0,0.29,50.0,14,18,3,0,0,0,0,Mattocks,Darren,DC
4375,Tony Tchani,VAN,M,21,20,1791,1,3,27,8,0,1,0,0.05,3.7,2016,REG,0,1,2,0.15,29.6,35,27,0,8,1,0,0,Tchani,Tony,VAN
4376,Sam Cronin,MIN,M,33,33,2924,1,3,27,8,0,1,0,0.03,3.7,2016,REG,1,2,1,0.09,29.6,54,31,0,6,0,0,0,Cronin,Sam,MIN
4377,Sean Franklin,DC,D,29,29,2494,1,2,5,1,0,1,0,0.04,20.0,2016,REG,0,1,1,0.07,20.0,39,17,1,5,0,0,0,Franklin,Sean,DC
4378,Robbie Rogers,LA,D,21,19,1655,1,2,6,4,0,0,1,0.05,16.7,2016,REG,1,1,1,0.11,66.7,22,26,0,2,0,0,0,Rogers,Robbie,LA
4379,Jack Jewsbury,POR,M,23,17,1503,1,2,8,2,0,1,0,0.06,12.5,2016,REG,0,2,0,0.12,25.0,17,15,0,4,0,0,0,Jewsbury,Jack,POR
4380,Atiba Harris,DAL,D,28,22,1970,1,2,17,5,0,0,1,0.05,5.9,2016,REG,0,2,0,0.09,29.4,29,19,1,6,0,0,0,Harris,Atiba,DAL
4381,Mix Diskerud,NYC,M,12,9,812,1,2,20,7,1,0,1,0.11,5.0,2016,REG,0,1,1,0.22,35.0,7,14,0,1,0,0,0,Diskerud,Mix,NYCFC
4382,Marcelo Sarvas,DC,M,28,26,2247,1,2,22,6,0,1,0,0.04,4.5,2016,REG,1,2,0,0.08,27.3,67,65,0,11,1,1,1,Sarvas,Marcelo,DC
4383,Anibal Godoy,SJ,M,23,23,1941,1,2,28,9,1,1,0,0.05,3.6,2016,REG,0,1,1,0.09,32.1,45,57,0,7,2,0,0,Godoy,Anibal,SJ
4384,Jimmy Medranda,SKC,F,28,22,1939,1,2,41,8,1,1,0,0.05,2.4,2016,REG,1,2,0,0.09,19.5,36,16,1,8,1,0,0,Medranda,Jimmy,KC
4385,Matt Besler,SKC,D,18,17,1546,1,1,3,1,1,1,0,0.06,33.3,2016,REG,0,1,0,0.06,33.3,14,7,0,4,0,0,0,Besler,Matt,KC
4386,Hernan Bernardello,MTL,M,12,11,991,1,1,3,3,0,0,1,0.09,33.3,2016,REG,0,0,1,0.09,100.0,13,16,0,5,0,0,0,Bernardello,Hernan,MTL
4387,Zarek Valentin,POR,D,20,18,1607,1,1,4,3,0,1,0,0.06,25.0,2016,REG,0,0,1,0.06,75.0,12,7,0,2,0,0,0,Valentin,Zarek,POR
4388,Damien Perquis,TOR,D,12,11,986,1,1,4,1,0,0,1,0.09,25.0,2016,REG,0,1,0,0.09,25.0,12,14,3,3,0,0,0,Perquis,Damien,TOR
4389,Álvaro Fernández,SEA,M,10,8,530,1,1,5,2,0,1,0,0.17,20.0,2016,REG,0,0,1,0.17,40.0,8,11,4,0,0,0,0,Fernández,Álvaro,SEA
4390,Nat Borchers,POR,D,21,21,1812,1,1,5,1,0,0,1,0.05,20.0,2016,REG,0,0,1,0.05,20.0,10,9,0,1,0,0,0,Borchers,Nat,POR
4391,Joey Calistri,CHI,M,14,2,348,1,1,5,4,0,0,1,0.26,20.0,2016,REG,0,0,1,0.26,80.0,2,3,1,0,0,0,0,Calistri,Joey,CHI
4392,Kevin Ellis,SKC,D,14,10,953,1,1,7,3,1,0,1,0.09,14.3,2016,REG,0,0,1,0.09,42.9,8,7,0,1,0,0,0,Ellis,Kevin,KC
4393,Daniel Royer,NY,M,6,3,275,1,1,8,2,1,1,0,0.33,12.5,2016,REG,0,1,0,0.33,25.0,1,8,1,0,0,0,0,Royer,Daniel,NY
4394,Leonel Miranda,HOU,M,12,3,484,1,1,8,2,0,0,1,0.19,12.5,2016,REG,0,1,0,0.19,25.0,6,8,0,0,0,0,0,Miranda,Leonel,HOU
4395,Daniel Steres,LA,D,31,29,2656,1,1,9,2,0,1,0,0.03,11.1,2016,REG,0,1,0,0.03,22.2,30,14,0,5,0,0,0,Steres,Daniel,LA
4396,Jonathan Campbell,CHI,D,33,30,2823,1,1,9,2,0,1,0,0.03,11.1,2016,REG,1,1,0,0.03,22.2,14,21,0,1,0,0,0,Campbell,Jonathan,CHI
4397,Brad Evans,SEA,D-M,23,21,1866,1,1,9,1,1,0,1,0.05,11.1,2016,REG,0,1,0,0.05,11.1,12,13,0,1,2,1,1,Evans,Brad,SEA
4398,Jeff Larentowicz,ATL,M,23,17,1501,1,1,11,1,0,1,0,0.06,9.1,2016,REG,0,0,1,0.06,9.1,33,14,0,5,0,0,0,Larentowicz,Jeff,ATL
4399,Je-Vaughn Watson,NE,D,23,19,1705,1,1,11,4,1,1,0,0.05,9.1,2016,REG,0,1,0,0.05,36.4,24,20,1,3,1,0,0,Watson,Je-Vaughn,NE
4400,Cristian Higuita,OCS,M,21,16,1513,1,1,11,1,1,1,0,0.06,9.1,2016,REG,0,1,0,0.06,9.1,42,40,0,9,1,0,0,Higuita,Cristian,ORL
4401,Sunday Stephen,RSL,M,15,15,1115,1,1,12,3,0,1,0,0.08,8.3,2016,REG,0,0,1,0.08,25.0,26,14,0,4,0,0,0,Stephen,Sunday,RSL
4402,Charlie Davies,NE,F,17,3,371,1,1,12,9,0,0,1,0.24,8.3,2016,REG,0,0,1,0.24,75.0,8,2,7,0,0,0,0,Davies,Charlie,NE
4403,Víctor Bernárdez,SJ,D,33,33,2835,1,1,13,2,0,1,0,0.03,7.7,2016,REG,0,1,0,0.03,15.4,40,24,2,5,0,0,0,Bernárdez,Víctor,SJ
4404,Dilly Duka,CLB,M,15,5,604,1,1,14,7,0,1,0,0.15,7.1,2016,REG,0,1,0,0.15,50.0,7,3,2,0,0,0,0,Duka,Dilly,CLB
4405,Connor Lade,NY,D,18,15,1380,1,1,15,4,1,1,0,0.07,6.7,2016,REG,0,0,1,0.07,26.7,17,25,1,4,0,0,0,Lade,Connor,NY
4406,Johan Venegas,MIN,M,20,7,683,1,1,15,8,0,1,0,0.13,6.7,2016,REG,1,1,0,0.13,53.3,18,17,3,2,0,0,0,Venegas,Johan,MIN
4407,Olmes Garcia,RSL,F,24,9,964,1,1,18,8,0,1,0,0.09,5.6,2016,REG,1,0,1,0.09,44.4,23,20,7,2,0,0,0,Garcia,Olmes,RSL
4408,Nuno Andre Coelho,SKC,D,22,20,1618,1,1,18,3,1,0,1,0.06,5.6,2016,REG,1,1,0,0.06,16.7,4,12,0,2,0,0,0,Andre Coelho,Nuno,KC
4409,Carlos Ruiz,DAL,F,1,0,13,1,0,1,1,1,1,0,6.92,100.0,2016,REG,0,0,0,0.0,100.0,0,0,1,0,0,0,0,Ruiz,Carlos,DAL
4410,Maxim Tissot,MTL,D,7,5,517,1,0,2,1,0,1,0,0.17,50.0,2016,REG,0,0,0,0.0,50.0,7,4,0,0,0,0,0,Tissot,Maxim,MTL
4411,Kwadwo Poku,NYC,M,7,3,268,1,0,3,1,0,0,1,0.34,33.3,2016,REG,0,0,0,0.0,33.3,4,8,0,0,0,0,0,Poku,Kwadwo,NYCFC
4412,Steven Taylor,POR,D,9,9,810,1,0,4,2,0,1,0,0.11,25.0,2016,REG,0,0,0,0.0,50.0,3,6,0,0,0,0,0,Taylor,Steven,POR
4413,Landon Donovan,LA,M-F,6,2,233,1,0,4,1,0,0,1,0.39,25.0,2016,REG,0,0,0,0.0,25.0,2,2,0,1,0,0,0,Donovan,Landon,LA
4414,Cristian Martinez,CLB,M,5,2,197,1,0,4,2,0,0,1,0.46,25.0,2016,REG,0,0,0,0.0,50.0,6,5,0,1,0,0,0,Martinez,Cristian,CLB
4415,Dillon Serna,COL,M,9,3,280,1,0,5,3,1,1,0,0.32,20.0,2016,REG,0,0,0,0.0,60.0,4,1,1,1,0,0,0,Serna,Dillon,COL
4416,DaMarcus Beasley,HOU,D,24,24,1979,1,0,5,4,0,0,1,0.05,20.0,2016,REG,0,0,0,0.0,80.0,15,49,1,1,0,0,0,Beasley,DaMarcus,HOU
4417,Vytas,POR,D,11,10,916,1,0,5,1,0,1,0,0.1,20.0,2016,REG,0,0,0,0.0,20.0,19,15,1,2,0,0,0,,Vytas,POR
4418,Jefferson Mena,NYC,D,16,16,1306,1,0,6,2,0,1,0,0.07,16.7,2016,REG,0,0,0,0.0,33.3,14,6,0,1,0,0,0,Mena,Jefferson,NYCFC
4419,London Woodberry,NE,D,25,23,2068,1,0,6,3,0,0,1,0.04,16.7,2016,REG,0,0,0,0.0,50.0,31,9,2,7,0,0,0,Woodberry,London,NE
4420,Alhaji Kamara,DC,F,8,2,173,1,0,7,2,1,0,1,0.52,14.3,2016,REG,0,0,0,0.0,28.6,8,1,3,0,0,0,0,Kamara,Alhaji,DC
4421,Anthony Jackson-Hamel,MTL,F,7,1,171,1,0,8,3,0,1,0,0.53,12.5,2016,REG,0,0,0,0.0,37.5,3,2,1,0,0,0,0,Jackson-Hamel,Anthony,MTL
4422,Ashley Cole,LA,D,26,25,2227,1,0,8,2,0,1,0,0.04,12.5,2016,REG,0,0,0,0.0,25.0,22,31,3,3,2,0,0,Cole,Ashley,LA
4423,Bobby Burling,COL,D,16,16,1415,1,0,10,2,0,0,1,0.06,10.0,2016,REG,0,0,0,0.0,20.0,21,11,0,4,0,0,0,Burling,Bobby,COL
4424,Alejandro Bedoya,PHI,M,10,10,844,1,0,10,4,0,0,1,0.11,10.0,2016,REG,0,0,0,0.0,40.0,24,7,2,3,0,0,0,Bedoya,Alejandro,PHI
4425,Matt Hedges,DAL,D,26,26,2334,1,0,10,5,0,1,0,0.04,10.0,2016,REG,0,0,0,0.0,50.0,28,15,2,5,0,0,0,Hedges,Matt,DAL
4426,Kyle Bekker,MTL,M,18,13,1139,1,0,10,4,0,1,0,0.08,10.0,2016,REG,0,0,0,0.0,40.0,14,2,0,3,0,0,0,Bekker,Kyle,MTL
4427,Jack Barmby,POR,M-D,19,2,381,1,0,11,5,0,0,1,0.24,9.1,2016,REG,0,0,0,0.0,45.5,7,8,0,1,0,0,0,Barmby,Jack,POR
4428,Frederic Brillant,DC,D,31,31,2790,1,0,11,4,0,1,0,0.03,9.1,2016,REG,0,0,0,0.0,36.4,21,12,0,4,0,0,0,Brillant,Frederic,DC
4429,Cedrick Mabwati,CLB,M,17,6,593,1,0,12,5,0,1,0,0.15,8.3,2016,REG,0,0,0,0.0,41.7,4,5,3,0,0,0,0,Mabwati,Cedrick,CLB
4430,Liam Ridgewell,POR,D,22,22,1980,1,0,12,4,1,1,0,0.05,8.3,2016,REG,0,0,0,0.0,33.3,25,30,2,6,0,0,0,Ridgewell,Liam,POR
4431,Daigo Kobayashi,NE,M,27,6,701,1,0,13,2,0,0,1,0.13,7.7,2016,REG,0,0,0,0.0,15.4,6,2,0,0,0,0,0,Kobayashi,Daigo,NE
4432,Diego Rubio,SKC,F,15,3,330,1,0,13,2,0,0,1,0.27,7.7,2016,REG,0,0,0,0.0,15.4,13,13,5,2,0,0,0,Rubio,Diego,KC
4433,Raul Rodriguez,HOU,D,25,24,2128,1,0,13,3,0,0,1,0.04,7.7,2016,REG,0,0,0,0.0,23.1,23,7,0,3,0,0,0,Rodriguez,Raul,HOU
4434,Brian Carroll,PHI,M,26,23,2094,1,0,14,3,0,0,1,0.04,7.1,2016,REG,0,0,0,0.0,21.4,40,9,1,6,0,0,0,Carroll,Brian,PHI
4435,Dairon Asprilla,POR,M-F,9,6,488,1,0,14,3,1,1,0,0.18,7.1,2016,REG,0,0,0,0.0,21.4,8,5,6,1,1,1,1,Asprilla,Dairon,POR
4436,Aaron Kovar,LFC,M,16,10,811,1,0,21,5,0,0,1,0.11,4.8,2016,REG,0,0,0,0.0,23.8,12,8,0,1,0,0,0,Kovar,Aaron,LAFC
4437,Khaly Thiam,CHI,M,20,15,1285,1,0,21,3,0,0,1,0.07,4.8,2016,REG,0,0,0,0.0,14.3,27,14,0,3,1,0,0,Thiam,Khaly,CHI
4438,Nick DeLeon,DC,D,32,27,2509,1,0,34,10,0,1,0,0.04,2.9,2016,REG,0,0,0,0.0,29.4,21,16,2,5,0,0,0,DeLeon,Nick,DC
4439,Boniek Garcia,HOU,M,31,24,2249,0,9,25,4,0,0,0,0.0,0.0,2016,REG,1,2,7,0.36,16.0,35,58,3,4,0,0,0,Garcia,Boniek,HOU
4440,Fabinho,PHI,D,29,29,2517,0,6,10,2,0,0,0,0.0,0.0,2016,REG,3,2,4,0.21,20.0,27,23,2,6,0,0,0,,Fabinho,PHI
4441,Saad Abdul-Salaam,NYC,D,30,26,2377,0,6,15,3,0,0,0,0.0,0.0,2016,REG,1,4,2,0.23,20.0,32,19,4,1,0,0,0,Abdul-Salaam,Saad,NYCFC
4442,Demar Phillips,RSL,D,29,23,2177,0,5,9,3,0,0,0,0.0,0.0,2016,REG,1,3,2,0.21,33.3,40,16,3,3,1,0,0,Phillips,Demar,RSL
4443,Ambroise Oyongo,MTL,D,27,26,2316,0,5,16,4,0,0,0,0.0,0.0,2016,REG,0,4,1,0.19,25.0,13,29,0,4,1,0,0,Oyongo,Ambroise,MTL
4444,Mohammed Saeid,CLB,M,25,24,2016,0,5,20,3,0,0,0,0.0,0.0,2016,REG,2,5,0,0.22,15.0,14,37,1,2,0,0,0,Saeid,Mohammed,CLB
4445,Mekeil Williams,COL,D,21,17,1468,0,4,2,0,0,0,0,0.0,0.0,2016,REG,1,3,1,0.25,0.0,12,9,1,5,0,0,0,Williams,Mekeil,COL
4446,Corey Ashe,CLB,M,18,14,1214,0,4,4,0,0,0,0,0.0,0.0,2016,REG,0,2,2,0.3,0.0,7,18,0,1,0,0,0,Ashe,Corey,CLB
4447,Marco Donadel,MTL,M,21,18,1515,0,4,9,1,0,0,0,0.0,0.0,2016,REG,1,3,1,0.24,11.1,40,21,0,5,0,0,0,Donadel,Marco,MTL
4448,Gershon Koffie,NE,M,22,19,1545,0,4,18,5,0,0,0,0.0,0.0,2016,REG,1,2,2,0.23,27.8,38,41,0,8,1,0,0,Koffie,Gershon,NE
4449,Jelle Van Damme,LA,D,28,28,2436,0,4,24,2,0,0,0,0.0,0.0,2016,REG,1,3,1,0.15,8.3,44,15,3,9,0,0,0,Van Damme,Jelle,LA
4450,Marc Burch,MIN,D,28,27,2443,0,3,2,1,0,0,0,0.0,0.0,2016,REG,2,2,1,0.11,50.0,25,10,0,9,0,0,0,Burch,Marc,MIN
4451,Rafael Ramos,CHI,D,12,12,1015,0,3,4,1,0,0,0,0.0,0.0,2016,REG,1,1,2,0.27,25.0,12,6,0,2,0,0,0,Ramos,Rafael,CHI
4452,Waylon Francis,SEA,D,19,13,1233,0,3,5,1,0,0,0,0.0,0.0,2016,REG,0,3,0,0.22,20.0,18,9,3,2,0,0,0,Francis,Waylon,SEA
4453,Luke Boden,ORL,D,20,19,1613,0,3,5,0,0,0,0,0.0,0.0,2016,REG,0,2,1,0.17,0.0,19,10,1,2,0,0,0,Boden,Luke,ORL
4454,Tony Beltran,RSL,D,29,27,2468,0,3,7,2,0,0,0,0.0,0.0,2016,REG,1,2,1,0.11,28.6,40,33,1,9,0,0,0,Beltran,Tony,RSL
4455,Brandon Vincent,CHI,D,26,24,2191,0,3,8,1,0,0,0,0.0,0.0,2016,REG,1,3,0,0.12,12.5,33,13,1,1,0,0,0,Vincent,Brandon,CHI
4456,Scott Caldwell,NE,M,32,31,2622,0,3,9,1,0,0,0,0.0,0.0,2016,REG,2,3,0,0.1,11.1,35,34,0,6,0,0,0,Caldwell,Scott,NE
4457,Rodrigo Ramos,CHI,D,21,16,1484,0,3,9,1,0,0,0,0.0,0.0,2016,REG,0,1,2,0.18,11.1,25,27,1,4,0,0,0,Ramos,Rodrigo,CHI
4458,Jermaine Taylor,POR,D,23,21,1841,0,3,9,2,0,0,0,0.0,0.0,2016,REG,1,1,2,0.15,22.2,27,4,2,4,0,0,0,Taylor,Jermaine,POR
4459,Matías Pérez García,ORL,F,27,19,1635,0,3,24,6,0,0,0,0.0,0.0,2016,REG,2,1,2,0.17,25.0,14,62,1,3,0,0,0,Pérez García,Matías,ORL
4460,Michael Parkhurst,ATL,D,34,34,3036,0,2,0,0,0,0,0,0.0,0.0,2016,REG,0,1,1,0.06,0.0,11,18,0,2,1,0,0,Parkhurst,Michael,ATL
4461,Michael Stephens,CHI,M,17,11,948,0,2,2,0,0,0,0,0.0,0.0,2016,REG,0,0,2,0.19,0.0,5,4,0,1,0,0,0,Stephens,Michael,CHI
4462,Mark Bloom,TOR,D,7,5,339,0,2,2,1,0,0,0,0.0,0.0,2016,REG,1,2,0,0.53,50.0,4,4,0,1,0,0,0,Bloom,Mark,TOR
4463,Tyrone Mears,MIN,D,32,32,2835,0,2,3,0,0,0,0,0.0,0.0,2016,REG,0,1,1,0.06,0.0,33,22,1,3,0,0,0,Mears,Tyrone,MIN
4464,Donny Toia,OCS,M-D,17,15,1365,0,2,5,1,0,0,0,0.0,0.0,2016,REG,0,1,1,0.13,20.0,17,4,1,2,0,0,0,Toia,Donny,ORL
4465,Nicolai Naess,CLB,D,13,13,1156,0,2,6,3,0,0,0,0.0,0.0,2016,REG,1,1,1,0.16,50.0,8,11,0,0,0,0,0,Naess,Nicolai,CLB
4466,Chris Duvall,MTL,D,25,20,1889,0,2,9,1,0,0,0,0.0,0.0,2016,REG,1,2,0,0.1,11.1,19,26,1,4,1,0,0,Duvall,Chris,MTL
4467,Cordell Cato,SJ,F,21,15,1391,0,2,9,3,0,0,0,0.0,0.0,2016,REG,1,1,1,0.13,33.3,9,18,1,0,0,0,0,Cato,Cordell,SJ
4468,Aurélien Collin,NY,D,25,22,2067,0,2,10,3,0,0,0,0.0,0.0,2016,REG,2,1,1,0.09,30.0,37,16,3,7,1,0,0,Collin,Aurélien,NY
4469,Armando Cooper,TOR,M,6,4,390,0,2,11,3,0,0,0,0.0,0.0,2016,REG,1,2,0,0.46,27.3,8,19,0,0,0,0,0,Cooper,Armando,TOR
4470,Servando Carrasco,LA,M,31,21,2001,0,2,12,3,0,0,0,0.0,0.0,2016,REG,0,2,0,0.09,25.0,37,7,0,5,0,0,0,Carrasco,Servando,LA
4471,Erik Friberg,SEA,M,25,18,1582,0,2,12,2,0,0,0,0.0,0.0,2016,REG,2,2,0,0.11,16.7,17,5,1,4,0,0,0,Friberg,Erik,SEA
4472,Jay Chapman,TOR,M,18,9,780,0,2,12,5,0,0,0,0.0,0.0,2016,REG,0,1,1,0.23,41.7,14,9,0,1,0,0,0,Chapman,Jay,TOR
4473,Benoit Cheyrou,TOR,M,14,9,800,0,2,13,2,0,0,0,0.0,0.0,2016,REG,1,1,1,0.23,15.4,9,3,0,2,1,0,0,Cheyrou,Benoit,TOR
4474,Sal Zizzo,NY,D,28,20,1920,0,2,18,5,0,0,0,0.0,0.0,2016,REG,1,1,1,0.09,27.8,15,13,3,2,0,0,0,Zizzo,Sal,NY
4475,Gilberto,CHI,F,9,8,641,0,2,23,4,0,0,0,0.0,0.0,2016,REG,1,2,0,0.28,17.4,7,10,4,0,0,0,0,,Gilberto,CHI
4476,Carlos Gruezo,DAL,M,27,26,2240,0,2,24,3,0,0,0,0.0,0.0,2016,REG,1,2,0,0.08,12.5,55,14,1,9,0,0,0,Gruezo,Carlos,DAL
4477,Darwin Cerén,HOU,M,28,23,2113,0,2,30,3,0,0,0,0.0,0.0,2016,REG,0,1,1,0.09,10.0,41,29,1,4,1,0,0,Cerén,Darwin,HOU
4478,Kip Colvey,COL,D,4,3,315,0,1,0,0,0,0,0,0.0,0.0,2016,REG,0,1,0,0.29,0.0,1,3,0,0,0,0,0,Colvey,Kip,COL
4479,Marvell Wynne,SJ,D,32,31,2769,0,1,0,0,0,0,0,0.0,0.0,2016,REG,0,0,1,0.03,0.0,22,16,1,3,0,0,0,Wynne,Marvell,SJ
4480,Chance Myers,POR,D,11,6,559,0,1,1,0,0,0,0,0.0,0.0,2016,REG,1,1,0,0.16,0.0,6,5,2,1,0,0,0,Myers,Chance,POR
4481,Dave Romney,LA,D,10,8,730,0,1,1,0,0,0,0,0.0,0.0,2016,REG,1,0,1,0.12,0.0,4,7,0,1,0,0,0,Romney,Dave,LA
4482,Hadji Barry,ORL,F,8,4,293,0,1,1,0,0,0,0,0.0,0.0,2016,REG,0,1,0,0.31,0.0,4,4,0,0,0,0,0,Barry,Hadji,ORL
4483,Oniel Fisher,SEA,M-D,6,2,232,0,1,1,0,0,0,0,0.0,0.0,2016,REG,0,1,0,0.39,0.0,10,5,0,1,1,0,0,Fisher,Oniel,SEA
4484,Dennis Castillo,COL,D,4,1,123,0,1,1,0,0,0,0,0.0,0.0,2016,REG,0,1,0,0.73,0.0,3,2,0,1,0,0,0,Castillo,Dennis,COL
4485,Walter Restrepo,PHI,M,4,0,81,0,1,1,1,0,0,0,0.0,0.0,2016,REG,0,0,1,1.11,100.0,5,2,0,0,0,0,0,Restrepo,Walter,PHI
4486,Michael Harrington,CHI,D,19,16,1291,0,1,2,1,0,0,0,0.0,0.0,2016,REG,1,1,0,0.07,50.0,10,7,2,0,1,0,0,Harrington,Michael,CHI
4487,Raymon Gaddis,PHI,D,7,5,514,0,1,2,1,0,0,0,0.0,0.0,2016,REG,0,0,1,0.18,50.0,7,6,0,4,0,0,0,Gaddis,Raymon,PHI
4488,Josh Williams,CLB,D,15,11,918,0,1,2,0,0,0,0,0.0,0.0,2016,REG,0,1,0,0.1,0.0,7,3,0,0,1,0,0,Williams,Josh,CLB
4489,Steven Beitashour,LFC,D,29,29,2563,0,1,3,0,0,0,0,0.0,0.0,2016,REG,0,0,1,0.04,0.0,34,32,1,5,0,0,0,Beitashour,Steven,LAFC
4490,Eric Alexander,HOU,M,22,15,1374,0,1,3,1,0,0,0,0.0,0.0,2016,REG,0,1,0,0.07,33.3,14,8,0,1,0,0,0,Alexander,Eric,HOU
4491,Andoni Iraola,NYC,D,29,25,2180,0,1,3,0,0,0,0,0.0,0.0,2016,REG,0,0,1,0.04,0.0,22,17,0,3,0,0,0,Iraola,Andoni,NYCFC
4492,Andrew Farrell,NE,D,33,32,2891,0,1,3,1,0,0,0,0.0,0.0,2016,REG,1,1,0,0.03,33.3,15,20,1,1,0,0,0,Farrell,Andrew,NE
4493,Diego Martinez,NYC,D,4,2,263,0,1,3,1,0,0,0,0.0,0.0,2016,REG,0,1,0,0.34,33.3,6,2,0,1,0,0,0,Martinez,Diego,NYCFC
4494,Eriq Zavaleta,TOR,D,15,14,1277,0,1,4,1,0,0,0,0.0,0.0,2016,REG,1,1,0,0.07,25.0,7,4,1,2,0,0,0,Zavaleta,Eriq,TOR
4495,Warren Creavalle,PHI,M,27,21,1807,0,1,4,0,0,0,0,0.0,0.0,2016,REG,0,1,0,0.05,0.0,33,21,0,5,1,0,0,Creavalle,Warren,PHI
4496,Jordi Quintilla,SKC,M,6,6,410,0,1,4,1,0,0,0,0.0,0.0,2016,REG,1,0,1,0.22,25.0,4,9,0,1,0,0,0,Quintilla,Jordi,KC
4497,Sheanon Williams,HOU,D,22,20,1807,0,1,5,1,0,0,0,0.0,0.0,2016,REG,0,1,0,0.05,20.0,25,19,1,3,0,0,0,Williams,Sheanon,HOU
4498,Patrice Bernier,MTL,M,20,13,1185,0,1,5,0,0,0,0,0.0,0.0,2016,REG,0,1,0,0.08,0.0,22,12,1,4,0,0,0,Bernier,Patrice,MTL
4499,Paulo Nagamura,SKC,M,9,6,526,0,1,5,2,0,0,0,0.0,0.0,2016,REG,0,0,1,0.17,40.0,13,6,0,2,0,0,0,Nagamura,Paulo,KC
4500,John Stertzer,RSL,M,18,9,777,0,1,5,3,0,0,0,0.0,0.0,2016,REG,0,1,0,0.12,60.0,14,8,0,0,0,0,0,Stertzer,John,RSL
4501,Joao Meira,CHI,D-M,28,26,2284,0,1,6,2,0,0,0,0.0,0.0,2016,REG,0,1,0,0.04,33.3,35,27,0,6,0,0,0,Meira,Joao,CHI
4502,Alvas Powell,POR,D,23,23,2015,0,1,6,1,0,0,0,0.0,0.0,2016,REG,0,0,1,0.04,16.7,21,29,0,4,0,0,0,Powell,Alvas,POR
4503,Federico Bravo,NYC,M,21,11,1096,0,1,7,0,0,0,0,0.0,0.0,2016,REG,0,0,1,0.08,0.0,36,19,0,8,1,0,0,Bravo,Federico,NYCFC
4504,Eric Miller,COL,D,26,23,2118,0,1,7,2,0,0,0,0.0,0.0,2016,REG,0,1,0,0.04,28.6,24,11,4,3,1,0,0,Miller,Eric,COL
4505,Nick LaBrocca,CHI,M,12,5,514,0,1,8,3,0,0,0,0.0,0.0,2016,REG,0,0,1,0.18,37.5,13,12,0,3,0,0,0,LaBrocca,Nick,CHI
4506,Jordan Stewart,SJ,D-M,15,14,1221,0,1,8,2,0,0,0,0.0,0.0,2016,REG,0,1,0,0.07,25.0,15,31,0,4,0,0,0,Stewart,Jordan,SJ
4507,Diego Chara,POR,M,30,30,2600,0,1,9,2,0,0,0,0.0,0.0,2016,REG,1,1,0,0.03,22.2,86,55,0,9,1,0,0,Chara,Diego,POR
4508,Wil Trapp,CLB,M,30,29,2543,0,1,10,0,0,0,0,0.0,0.0,2016,REG,0,1,0,0.04,0.0,34,25,0,5,0,0,0,Trapp,Wil,CLB
4509,Molham Babouli,TOR,F,16,6,647,0,1,10,1,0,0,0,0.0,0.0,2016,REG,0,1,0,0.14,10.0,11,6,3,1,0,0,0,Babouli,Molham,TOR
4510,Mikey Lopez,NYC,M,15,6,672,0,1,12,4,0,0,0,0.0,0.0,2016,REG,0,0,1,0.13,33.3,19,10,0,6,0,0,0,Lopez,Mikey,NYCFC
