,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,First Name,Last Name,Club_Dup,Last Name_Dup,First Name_Dup,POS_Dup,Base Salary,Guaranteed Compensation
5825,Sebastian Rincon,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,POR,Rincon,Sebastian,F,33750.0,33750.0
5826,Christopher Taylor,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,POR,Taylor,Christopher,D,33750.0,33750.0
5827,Jose Adolfo Valencia,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,POR,Valencia,Jose Adolfo,F,44000.0,44000.0
5828,Yordany Alvarez,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,RSL,Alvarez,Yordany,M,44100.0,44100.0
5829,Paulo Araujo Jr.,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,RSL,Araujo Jr.,Paulo,F,68333.33333333333,68333.33333333333
5830,Anthony Beltran,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,RSL,Beltran,Anthony,D,125000.0,160500.0
5831,Kenny Mansally,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,RSL,Mansally,Kenny,F,33750.0,35750.0
5832,Nico Muniz,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,RSL,Muniz,Nico,M,33750.0,35750.0
5833,Jamison Olave,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,RSL,Olave,Jamison,D,200000.0,250000.0
5834,Juan Sebastian,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,RSL,Sebastian,Juan,M,33750.0,33750.0
5835,David Junior Viana,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,RSL,Viana,David Junior,M,44000.0,47450.04
5836,Leonardo Gonzalez,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,SEA,Gonzalez,Leonardo,D,125000.0,125000.0
5837,John Kennedy Hurtado,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,SEA,Hurtado,John Kennedy,D,160000.0,161000.0
5838,Michael Seamon,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,SEA,Seamon,Michael,M,33750.0,33750.0
5839,Daniel Steres,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,SEA,Steres,Daniel,D,33750.0,33750.0
5840,Jean Alexandre,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,SJ,Alexandre,Jean,M,44100.0,44100.0
5841,Victor Bernardez,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,SJ,Bernardez,Victor,D,100000.0,100000.0
5842,Marvin Chavez,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,SJ,Chavez,Marvin,M,150000.0,150000.0
5843,Sercan Guvenisik,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,SJ,Guvenisik,Sercan,F,90000.0,103333.33
5844,Cesar Pizarro,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,SJ,Pizarro,Cesar,F,33756.0,33756.0
5845,Matthew Stinson,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,TFC,Stinson,Matthew,M,44000.0,44000.0
5846,Matthew Stinson,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,TOR,Stinson,Matthew,M,44000.0,44000.0
5847,Fernando Bonjour,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,VAN,Bonjour,Fernando,D,192000.0,276987.5
5848,Martin Bonjour,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,VAN,Bonjour,Martin,D,192000.0,276987.5
5849,Jay Demerit,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,VAN,Demerit,Jay,D,300000.0,350000.0
5850,Greg Klazura,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,,,VAN,Klazura,Greg,D,33750.0,33750.0
5851,Nico Muniz,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,Muniz,Nico,M,46500.0,48500.0
5852,Cesar Pizarro,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,Pizarro,Cesar,F,46500.0,46500.0
5853,Matthew Stinson,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,,Stinson,Matthew,M,46500.0,46500.0
5854,Alex ,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,CHI,,Alex,M,110000.0,119950.0
5855, Alex,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,CHI,Alex,,M,110000.0,119950.0
5856,Orr Barouch,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,CHI,Barouch,Orr,F,46500.0,46500.0
5857,Maicon Dos Santos,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,CHI,Dos Santos,Maicon,F,157000.0,164433.33
5858,Dilaver Duka,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,CHI,Duka,Dilaver,M,140000.0,273000.0
5859,Alvaro Fernandez,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,CHI,Fernandez,Alvaro,M,300000.0,366666.67
5860,Federico Puppo,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,CHI,Puppo,Federico,F,125000.0,125000.0
5861,Egidio Rios,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,CHI,Rios,Egidio,M,768000.0,768000.0
5862,Miller Bolanos,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,CHV,Bolanos,Miller,M,54000.0,54000.0
5863,Carlo Chueca,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,CHV,Chueca,Carlo,M,35125.0,35125.0
5864,Jose Erick Correa,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,CHV,Correa,Jose Erick,F,60000.0,60000.0
5865,Laurent Courtois,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,CHV,Courtois,Laurent,M,132000.0,132000.0
5866,Laurent Courtois,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,LA,Courtois,Laurent,M,46500.0,46500.0
5867,Marco Delgado,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,CHV,Delgado,Marco,M,50000.0,52500.0
5868,Jaime Frias,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,CHV,Frias,Jaime,D,60000.0,60000.0
5869,Steven Purdy,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,CHV,Purdy,Steven,D,80004.0,80004.0
5870,Jorge Villafana,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,CHV,Villafana,Jorge,F,69300.0,70966.67
5871,Mario de Luna,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,CHV,de Luna,Mario,D,120000.0,120000.0
5872,Bernardo Anor,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,CLB,Anor,Bernardo,M,46500.0,46500.0
5873,Glauber Berti,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,CLB,Berti,Glauber,D,215000.0,263333.33
5874,Aaron Schoenfeld,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,CLB,Schoenfeld,Aaron,F,46500.0,46500.0
5875,David Armstrong,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,COL,Armstrong,David,M,46500.0,55964.29
5876,Jaime Castrillon,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,COL,Castrillon,Jaime,M,46500.0,46500.0
5877,Vincente Sanchez,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,COL,Sanchez,Vincente,F,144000.0,186187.5
5878,Jair Benitez,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,DAL,Benitez,Jair,D,90000.0,90000.0
5879,Danny Garcia,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,DAL,Garcia,Danny,M,48000.0,64000.0
5880,Moises Hernandez,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,DAL,Hernandez,Moises,D,46500.0,48125.0
5881,Erick Neres Da Cruz,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,DAL,Neres Da Cruz,Erick,M,84000.0,85875.0
5882,Michel Pereira,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,DAL,Pereira,Michel,M/D,60000.0,81500.0
5883,Blas Perez,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,DAL,Perez,Blas,F,300000.0,324250.0
5884,JeVaughn Watson,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,DAL,Watson,JeVaughn,M,100000.0,116875.0
5885,Dwayne DeRosario,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,DC,DeRosario,Dwayne,M,600000.0,645333.33
5886,Rafael Teixera,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,DC,Teixera,Rafael,F,220000.0,284625.0
5887,Oscar Boniek Garcia,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,HOU,Boniek Garcia,Oscar,F,130000.0,161250.0
5888,Michael Chabala,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,HOU,Chabala,Michael,M,55008.0,57508.0
5889,Aurelien Collin,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,KC,Collin,Aurelien,D,250000.0,256250.0
5890,Joshua Gardner,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,KC,Gardner,Joshua,M,60000.0,60000.0
5891,Jerome Mechack,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,KC,Mechack,Jerome,D,35125.0,35125.0
5892,Jimmy Medranda,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,KC,Medranda,Jimmy,M,35125.0,35125.0
5893,AJ DeLaGarza,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,LA,DeLaGarza,AJ,D,120000.0,142500.0
5894,Rafael Garcia,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,LA,Garcia,Rafael,M,46500.0,46500.0
5895, Juninho,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,LA,Juninho,,M,290000.0,290000.0
5896, Juninho,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,NY,Juninho,,M,200000.0,200000.0
5897,Leonardo Ribeiro Da Silva,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,LA,Ribeiro Da Silva,Leonardo,D,95000.0,95000.0
5898,Joseph Villareal,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,LA,Villareal,Joseph,M,46500.0,48375.0
5899,Joseph Villarreal,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,LA,Villarreal,Joseph,M,46500.0,48375.0
5900,Felipe Martins,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,MTL,Martins,Felipe,M,150000.0,172500.0
5901,Adrian Lopez Rodriguez,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,MTL,Rodriguez,Adrian Lopez,D,180000.0,180000.0
5902,Zarek Valentin,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,MTL,Valentin,Zarek,D,100000.0,152000.0
5903,Kalifa Cisse,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,NE,Cisse,Kalifa,M,400000.0,445000.0
5904,Jose Goncalves,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,NE,Goncalves,Jose,D,75000.0,104375.0
5905,Matthew Horth,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,NE,Horth,Matthew,F,35125.0,35125.0
5906,AJ Soares,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,NE,Soares,AJ,D,103345.0,143345.0
5907,Rodrigo Digao,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,NY,Digao,Rodrigo,D,200000.0,200000.0
5908,Rafhael Domingues,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,NY,Domingues,Rafhael,F,35125.0,35125.0
5909,Jamison Olave,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,NY,Olave,Jamison,D,275000.0,325000.0
5910,Gilberto Dos Santos,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,PHI,Dos Santos,Gilberto,M,60000.0,80000.0
5911,Fabinho Fabinho,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,PHI,Fabinho,Fabinho,D,78000.0,82500.0
5912,Sebastian Le Toux,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,PHI,Le Toux,Sebastian,M,200000.0,212812.5
5913,James McLaughlin,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,PHI,McLaughlin,James,M,60000.0,69000.0
5914,Zach Pfeffer,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,PHI,Pfeffer,Zach,M,65000.0,75000.0
5915,Carlos Valdes,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,PHI,Valdes,Carlos,D,321000.0,321000.0
5916,Pa Modou Kah,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,POR,Kah,Pa Modou,D,64000.0,68999.96
5917,Sebastian Rincon,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,POR,Rincon,Sebastian,F,46500.0,46500.0
5918,Jose Adolfo Valencia,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,POR,Valencia,Jose Adolfo,F,50000.0,65000.0
5919,Yordany Alvarez,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,RSL,Alvarez,Yordany,M,46500.0,46500.0
5920,Anthony Beltran,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,RSL,Beltran,Anthony,D,166800.0,166800.0
5921,Benjamin Lopez,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,RSL,Lopez,Benjamin,F,35125.0,37730.43
5922,Kenny Mansally,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,RSL,Mansally,Kenny,F,50000.0,55333.333333333336
5923,Leonardo Gonzalez,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,SEA,Gonzalez,Leonardo,D,135000.0,135000.0
5924,Philip Lund,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,SEA,Lund,Philip,M,35125.0,35125.0
5925,Fredy Montero,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,SEA,Montero,Fredy,F,700000.0,856000.0
5926,Victor Bernardez,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,SJ,Bernardez,Victor,D,100005.33333333333,100005.33333333333
5927,Marvin Chavez,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,SJ,Chavez,Marvin,M,175000.0,175000.0
5928,Michael Fucito,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,SJ,Fucito,Michael,MF,55000.0,57889.79
5929,Daniel Gargan,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,SJ,Gargan,Daniel,M,88000.0,88000.0
5930,Manuel Aparicio,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,TOR,Aparicio,Manuel,M,35125.0,35125.0
5931,Hogan Ephraim,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,TOR,Ephraim,Hogan,F,180000.0,180000.0
5932,Samuel Adekugbe,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,VAN,Adekugbe,Samuel,D,46500.0,51500.0
5933,Tommy Heinemann,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,VAN,Heinemann,Tommy,F,51975.0,51975.0
5934,Greg Klazura,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,,,VAN,Klazura,Greg,D,46500.0,46500.0
5935,Joshua Gardner,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,Gardner,Joshua,M,70000.0,70000.0
5936, Alex,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,CHI,Alex,,M,123750.0,133700.0
5937,Dilaver Duka,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,CHI,Duka,Dilaver,M,165000.0,190000.0
5938,Dilaver Duka,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,MTL,Duka,Dilaver,M,165000.0,190000.0
5939,Florent Pongolle,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,CHI,Pongolle,Florent,F,72000.0,81000.0
5940,Harrison Shipp,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,CHI,Shipp,Harrison,F,70000.0,95000.0
5941,Marvin Chavez,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,CHV,Chavez,Marvin,M,200000.0,200000.0
5942,Marvin Chavez,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,COL,Chavez,Marvin,M,200000.0,200000.0
5943,Jose Erick Correa,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,CHV,Correa,Jose Erick,F,70000.0,70000.0
5944,Marco Delgado,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,CHV,Delgado,Marco,M,75000.0,77500.0
5945,Matthew Dunn,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,CHV,Dunn,Matthew,M,48500.0,48500.04
5946,Gabriel Farfan,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,CHV,Farfan,Gabriel,M,115000.0,115000.0
5947,Agustin Pelletieri,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,CHV,Pelletieri,Agustin,M,90000.0,90000.0
5948,Bernardo Anor,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,CLB,Anor,Bernardo,M,48825.0,48825.0
5949,Kingsley Baiden,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,CLB,Baiden,Kingsley,M,36504.0,36504.0
5950,Aaron Schoenfeld,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,CLB,Schoenfeld,Aaron,F,48825.0,48825.0
5951,David Armstrong,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,COL,Armstrong,David,M,36504.0,36504.0
5952,Jose Mari,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,COL,Mari,Jose,M-D,230000.0,261000.0
5953,Jose Martin,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,COL,Martin,Jose,M,230000.0,261000.0
5954,Vincente Sanchez,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,COL,Sanchez,Vincente,F,210000.0,286666.67
5955,Grant Van de Casteele,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,COL,Van de Casteele,Grant,D,48500.0,60000.0
5956,Jair Benitez,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,DAL,Benitez,Jair,D,99562.5,99562.5
5957,Andres Escobar,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,DAL,Escobar,Andres,F,625000.0,647000.0
5958,Michel Pereira,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,DAL,Pereira,Michel,M/D,120000.0,141500.0
5959,Blas Perez,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,DAL,Perez,Blas,F,335000.0,359250.0
5960,Nick Walker,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,DAL,Walker,Nick,D,36500.0,36500.0
5961,JeVaughn Watson,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,DAL,Watson,JeVaughn,M,110000.0,126875.0
5962,Alejandro Zendejas,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,DAL,Zendejas,Alejandro,F,36504.0,53170.67
5963,Steven Birnbaum,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,DC,Birnbaum,Steven,D,55000.0,85000.0
5964,Christian Fernandez,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,DC,Fernandez,Christian,D,170000.0,181687.5
5965,Christiano Francois,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,DC,Francois,Christiano,F,36500.0,36500.0
5966,Oscar Boniek Garcia,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,HOU,Boniek Garcia,Oscar,F,199992.0,258742.0
5967,Aurelien Collin,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,KC,Collin,Aurelien,D,275000.0,281250.0
5968,Toni Dovale,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,KC,Dovale,Toni,D,180000.0,185000.0
5969,Jimmy Medranda,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,KC,Medranda,Jimmy,M,48504.0,48504.0
5970,AJ DeLaGarza,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,LA,DeLaGarza,AJ,D,133750.0,156250.0
5971,Rafael Garcia,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,LA,Garcia,Rafael,M,48825.0,48825.0
5972,Samuel Goncalves,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,LA,Goncalves,Samuel,F,50000.0,50000.0
5973,Bradford Jamieson,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,LA,Jamieson,Bradford,F,36500.0,36500.0
5974, Juninho,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,LA,Juninho,,M,325000.0,325000.0
5975,Leonardo Ribeiro Da Silva,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,LA,Ribeiro Da Silva,Leonardo,D,105000.0,105000.0
5976,Leonardo Ribeiro Da Sliva,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,LA,Ribeiro Da Sliva,Leonardo,D,105000.0,105000.0
5977,Joseph Villarreal,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,LA,Villarreal,Joseph,M,48825.0,50700.0
5978,Louis Beland-Goyette,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,MTL,Beland-Goyette,Louis,M,36504.0,36504.0
5979,Felipe Martins,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,MTL,Martins,Felipe,M,160000.0,192500.0
5980,Adrian Lopez Rodriguez,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,MTL,Rodriguez,Adrian Lopez,D,240000.0,291250.0
5981,Jose Goncalves,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,NE,Goncalves,Jose,D,450000.0,479375.0
5982,Stephen Neumann,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,NE,Neumann,Stephen,M-F,65000.0,86250.0
5983,AJ Soares,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,NE,Soares,AJ,D,119180.0,159180.0
5984,Ambroise Bitolo,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,NY,Bitolo,Ambroise,D,36500.0,36500.0
5985,Armando Lozano,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,NY,Lozano,Armando,D,120000.0,130000.0
5986,Jamison Olave,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,NY,Olave,Jamison,D,280000.0,290000.0
5987,David Villa,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,NYCFC,Villa,David,F,60000.0,60000.0
5988,Yordany Alvarez,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,ORL,Alvarez,Yordany,M,48500.0,56000.0
5989,Darwin Ceren,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,ORL,Ceren,Darwin,M,50000.0,80437.5
5990, Kaka,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,ORL,Kaka,,M,6660000.0,7167500.0
5991,Kevin Molino,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,ORL,Molino,Kevin,M,60000.0,71400.0
5992,Tommy Redding,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,ORL,Redding,Tommy,D,36500.0,44000.0
5993,Fred Carreiro,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,PHI,Carreiro,Fred,M,65460.0,65460.0
5994, Fabinho,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,PHI,Fabinho,,D,96000.0,100500.0
5995,Fabinho Fabinho,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,PHI,Fabinho,Fabinho,D,96000.0,100500.0
5996,Cristhian Hernandez,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,PHI,Hernandez,Cristhian,M,72500.0,74375.0
5997,Sebastian Le Toux,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,PHI,Le Toux,Sebastian,M,250000.0,262812.5
5998,Richard Marquez,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,PHI,Marquez,Richard,D,36504.0,36504.0
5999,James McLaughlin,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,PHI,McLaughlin,James,M,66000.0,75000.0
6000,Carlos Valdes,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,PHI,Valdes,Carlos,D,295000.0,294999.98
6001,Pa Modou Kah,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,POR,Kah,Pa Modou,D,240000.0,245000.0
6002,Norbeto Paparatto,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,POR,Paparatto,Norbeto,D,100000.0,100000.0
6003,Jose Adolfo Valencia,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,POR,Valencia,Jose Adolfo,F,60000.0,75000.0
6004,Jorge Villafana,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,POR,Villafana,Jorge,F,72765.0,74431.67
6005,Anthony Beltran,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,RSL,Beltran,Anthony,D,186450.0,186450.0
6006,Joey Dillon,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,RSL,Dillon,Joey,M/D,36504.0,36504.0
6007,Benjamin Lopez,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,RSL,Lopez,Benjamin,F,48500.0,51105.43
6008,Kenny Mansally,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,RSL,Mansally,Kenny,F,65000.0,72000.0
6009,Michael Azira,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,SEA,Azira,Michael,D,48504.0,51147.54
6010,Leonardo Gonzalez,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,SEA,Gonzalez,Leonardo,D,150000.0,150000.0
6011,Victor Bernardez,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,SJ,Bernardez,Victor,D,100008.0,141608.0
6012,Michael Fucito,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,SJ,Fucito,Michael,MF,57750.0,60639.79
6013,Matias Perez,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,SJ,Perez,Matias,M,216000.0,216000.0
6014,Jean Baptiste Pierazzi,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,SJ,Pierazzi,Jean Baptiste,M,240000.0,240000.0
6015,Joseph Sofia,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,SJ,Sofia,Joseph,D,36504.0,36504.0
6016,Manuel Aparicio,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,TOR,Aparicio,Manuel,M,42502.0,42502.0
6017,Dwayne DeRosario,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,TOR,DeRosario,Dwayne,M,137000.0,173000.0
6018,Gilberto Junior,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,TOR,Junior,Gilberto,F,1145000.0,1205000.0
6019,Samuel Adekugbe,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,VAN,Adekugbe,Samuel,D,50000.0,55000.0
6020,Jhon Kennedy Hurtado,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,,,,Hurtado,Jhon Kennedy,D,230000.0,230000.0
