,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,PKG/A,HmG,RdG,G/90min,SC%,Year,Season,GWA,HmA,RdA,A/90min,SOG%,FC,FS,OFF,YC,RC,Club_Dup,Last Name,First Name,POS_Dup,Base Salary,Guaranteed Compensation,Date
4573,Phanuel Kavita,RSL,D,1,1,90,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,1,0,0,0,RSL,Kavita,Phanuel,D,"$51,500","$51,500.00",2016-09-15
4574,Kyle Fisher,MTL,D,2,2,180,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,1,0,0,1,0,MTL,Fisher,Kyle,D,"$65,000","$73,375.00",2016-09-15
4575,Sam Adekugbe,VAN,D,2,1,111,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,2,2,0,0,0,,,,,,,
4576,Jeremy Gagnon-Lapare,MTL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,MTL,Gagnon-Lapare,Jeremy,M,"$51,500","$51,500.00",2016-09-15
4577,Andy Thoma,POR,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,POR,Thoma,Andy,D,"$62,500","$64,000.00",2016-09-15
4578,Devron Garcia,ORL,M-D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,ORL,Garcia,Devron,M-F,"$62,500","$70,937.50",2016-09-15
4579,Mark Sherrod,SJ ,F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,SJ,Sherrod,Mark,F,"$63,000","$63,000.00",2016-09-15
4580,Alex Zendejas,DAL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
4581,Darwin Jones,SEA,F,2,0,22,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,1,0,0,0,0,SEA,Jones,Darwin,F,"$62,500","$68,750.00",2016-09-15
4582,Taylor Peay,RSL,D,2,1,109,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,1,0,0,0,POR,Peay,Taylor,D,"$53,472","$53,472.00",2016-09-15
4583,Emery Welshman,RSL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,RSL,Welshman,Emery,F,"$62,500","$62,500.00",2016-09-15
4584,Emilio Orozco,RSL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
4585,Harrison Heath,MIN,M,3,3,223,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,3,3,0,1,0,ORL,Heath,Harrison,M,"$63,000","$63,000.00",2016-09-15
4586,Ricardo Velazco,RSL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,RSL,Velazco,Ricardo,F,"$62,508","$62,508.00",2016-09-15
4587,Aaron Long,NY,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,NYRB,Long,Aaron,D,"$51,504","$51,504.00",2016-09-15
4588,Connor Brandt,NYC,M-D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,NYCFC,Brandt,Connor,M-D,"$53,472","$53,472.00",2016-09-15
4589,Paxton Pomykal,DAL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,DAL,Pomykal,Paxton,M,"$51,504","$56,504.00",2016-09-15
4590,Amro Tarek,CLB,D,1,0,2,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
4591,Derrick Jones,PHI,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,PHI,Jones,Derrick,M,"$51,504","$57,404.00",2016-09-15
4592,Brett Levis,VAN,D,1,0,6,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,2,0,0,0,VAN,Levis,Brett,D,"$62,500","$64,999.96",2016-09-15
4593,Cole Missimo,PHI,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,PHI,Missimo,Cole,M,"$51,500","$51,500.00",2016-09-15
4594,Shannon Gomez,NYC,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,NYCFC,Gomez,Shannon,D,"$51,500","$51,500.04",2016-09-15
4595,Agustin Jara,DAL,D,3,0,12,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
4596,Pedro Baez,RSL,F,1,0,5,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
4597,Drew Conner,CHI,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,CHI,Conner,Drew,M,"$62,500","$62,500.00",2016-09-15
4598,Derrick Etienne Jr.,NY,M,1,0,4,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
4599,Ben Polk,POR,F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,POR,Polk,Ben,F,"$62,500","$68,750.00",2016-09-15
4600,Rodrigo Saravia,CLB,M,10,1,208,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,3,2,0,0,0,CLB,Saravia,Rodrigo,M,"$51,504","$51,504.00",2016-09-15
4601,Jordan McCrary,NE ,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,NE,McCrary,Jordan,D,"$62,500","$62,500.00",2016-09-15
4602,Daniel Salloi,SKC,F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,KC,Salloi,Daniel,F,"$51,500","$51,500.00",2016-09-15
4603,Christian Lucatero,HOU,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,HOU,Lucatero,Christian,M,"$51,500","$51,750.00",2016-09-15
4604,Danilo Acosta,RSL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,RSL,Acosta,Danilo,M,"$62,500","$62,500.00",2016-09-15
4605,Taylor Washington,PHI,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,PHI,Washington,Taylor,D,"$51,500","$51,500.00",2016-09-15
4606,Aaron Guillen,DAL,D,2,1,106,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,3,0,0,0,0,DAL,Guillen,Aaron,D,"$51,500","$51,500.00",2016-09-15
4607,Marshall Hollingsworth,CLB,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,CLB,Hollingsworth,Marshall,M,"$51,500","$51,499.92",2016-09-15
4608,Richmond Laryea,OCS,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,ORL,Laryea,Richmond,M,"$125,000","$154,000.00",2016-09-15
4609,Zach Steinberger,HOU,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,HOU,Steinberger,Zach,M,"$63,000","$79,250.00",2016-09-15
4610,Cameron Porter,MTL,F,2,0,32,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,1,0,0,0,KC,Porter,Cameron,F,"$62,500","$69,750.00",2016-09-15
4611,Joseph Greenspan,COL,D,1,0,1,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,1,0,0,0,COL,Greenspan,Joseph,D,"$51,500","$52,969.12",2016-09-15
4612,Tyler Adams,NY,M,1,1,45,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,NYRB,Adams,Tyler,M,"$65,000","$81,041.67",2016-09-15
4613,Chris Mannella,TOR,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,TOR,Mannella,Chris,M,"$63,000","$63,000.00",2016-09-15
4614,Romario Williams,ATL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,MTL,Williams,Romario,F,"$75,000","$97,000.00",2016-09-15
4615,Anthony Manning,POR,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,,Manning,Anthony,D,"$52,500","$52,500.00",2016-09-15
4616,Colin Bonner,DAL,F,1,1,27,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,1,0,0,0,0,DAL,Bonner,Colin,F,"$51,504","$51,504.00",2016-09-15
4617,Bradley Bourgeois,HOU,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
4618,Neco Brett,POR,M,1,0,1,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,POR,Brett,Neco,M,"$51,504","$51,504.00",2016-09-15
4619,Chris Durkin,DC,D-M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,DC,Durkin,Chris,D-M,"$51,504","$60,670.67",2016-09-15
4620,Clément Simonin,TOR,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
4621,Zachary Herivaux,NE,M,5,0,38,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,1,0,0,0,0,NE,Herivaux,Zachary,M,"$62,500","$62,500.00",2016-09-15
4622,Ben McKendry,VAN,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,VAN,McKendry,Ben,M,"$52,500","$52,500.00",2016-09-15
4623,Coy Craft,DAL,F-M,2,0,17,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,1,0,0,0,DAL,Craft,Coy,F-M,"$70,000","$87,083.33",2016-09-15
4624,Bryan Róchez,ORL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
4625,Andrew Brody,RSL,F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
4626,Tyler Turner,ORL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,ORL,Turner,Tyler,D,"$63,000","$63,000.00",2016-09-15
4627,Tommy Redding,NY,D,18,16,1346,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,10,3,0,2,0,ORL,Redding,Tommy,D,"$95,000","$102,500.00",2016-09-15
4628,Victor Mansaray,SEA,F,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,SEA,Mansaray,Victor,F,"$62,500","$66,000.00",2016-09-15
4629,Ben Swanson,CLB,M,1,0,16,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,CLB,Swanson,Ben,M,"$70,000","$90,416.67",2016-09-15
4630,Auston Trusty,PHI,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,PHI,Trusty,Auston,D,"$51,500","$80,600.04",2016-09-15
4631,Fito Ovalle,RSL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,,,,,,,
4632,Patrick Doody,CHI,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,CHI,Doody,Patrick,D,"$53,471","$53,471.00",2016-09-15
4633,Conor Donovan,ORL,D,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,ORL,Donovan,Conor,D,"$90,000","$118,000.00",2016-09-15
4634,Joshua Yaro,PHI,D,17,15,1327,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,12,4,0,3,2,PHI,Yaro,Joshua,D,"$130,000","$194,000.00",2016-09-15
4635,Nick Besler,RSL,M,0,0,0,0,0,0,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,POR,Besler,Nick,M,"$62,500","$62,500.00",2016-09-15
4636,Miguel Aguilar,DC ,M,6,0,90,0,0,1,1,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,100.0,0,0,0,0,0,DC,Aguilar,Miguel,M,"$63,000","$63,000.00",2016-09-15
4637,Collin Fernandez,CHI,M,2,0,8,0,0,1,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,2,0,0,0,CHI,Fernandez,Collin,M,"$75,000","$77,000.00",2016-09-15
4638,Victor Cabrera,MTL,D,23,21,1925,0,0,1,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,26,10,0,6,0,MTL,Cabrera,Victor,D,"$250,000","$250,000.00",2016-09-15
4639,Keyner Brown,HOU,D,4,3,285,0,0,1,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,2,0,0,0,0,HOU,Brown,Keyner,D,"$108,000","$108,000.00",2016-09-15
4640,Amadou Dia,MTL,D,11,10,907,0,0,1,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,20,5,2,1,0,MTL,Dia,Amadou,D,"$51,500","$51,500.00",2016-09-15
4641,Matheus Silva,SJ ,D,4,2,139,0,0,1,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,3,3,0,1,0,SJ,Silva,Matheus,M,"$52,500","$52,500.00",2016-09-15
4642,Rob Lovejoy,HOU,F,2,0,14,0,0,1,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,2,1,0,0,0,HOU,Lovejoy,Rob,M,"$52,500","$52,500.00",2016-09-15
4643,Luke Mishu,DC ,D,7,5,448,0,0,1,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,2,2,0,0,0,DC,Mishu,Luke,D,"$62,500","$62,500.00",2016-09-15
4644,Yair Arboleda,HOU,M,1,1,62,0,0,1,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,1,0,0,0,HOU,Arboleda,Yair,M,"$62,500","$62,499.96",2016-09-15
4645,Tony Alfaro,SEA,D,6,1,286,0,0,1,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,1,4,0,0,0,SEA,Alfaro,Tony,D,"$51,500","$51,500.00",2016-09-15
4646,Emmanuel Appiah,COL,M,1,1,90,0,0,1,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,1,0,0,0,KC,Appiah,Emmanuel,M,"$51,500","$51,499.92",2016-09-15
4647,Timo Pitter,DAL,M-F,1,0,9,0,0,1,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,1,0,0,0,0,DAL,Pitter,Timo,M-F,"$51,504","$51,504.00",2016-09-15
4648,Samba,NE ,D,2,1,91,0,0,1,1,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,100.0,1,1,0,0,0,,,,,,,
4649,Raheem Edwards,MTL,F,1,0,2,0,0,1,1,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,100.0,0,0,0,0,0,,,,,,,
4650,Dylan Remick,HOU,D,11,6,537,0,0,1,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,6,5,0,1,0,SEA,Remick,Dylan,D,"$63,000","$63,000.00",2016-09-15
4651,Donnie Smith,NE,M,3,2,213,0,0,1,1,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,100.0,1,3,0,0,0,NE,Smith,Donnie,M,"$63,000","$63,000.00",2016-09-15
4652,Bradford Jamieson IV,LA,F,3,0,39,0,0,1,1,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,100.0,2,0,0,0,0,,,,,,,
4653,Marco Bustos,VAN,M,3,1,63,0,0,1,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,2,0,0,0,0,VAN,Bustos,Marco,M,"$62,500","$67,350.00",2016-09-15
4654,Steve Neumann,NE ,M-F,4,1,62,0,0,1,1,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,100.0,0,1,0,0,0,NE,Neumann,Steve,M-F,"$62,500","$62,500.00",2016-09-15
4655,Anderson Conceicao,PHI,D,1,1,90,0,0,1,1,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,100.0,0,2,0,0,0,PHI,Conceicao,Anderson,D,"$150,000","$174,166.67",2016-09-15
4656,Maxime Chanot,NYC,D,6,5,495,0,0,1,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,6,2,0,2,1,NYCFC,Chanot,Maxime,D,"$350,004","$383,004.00",2016-09-15
4657,Darrius Barnes,NE ,D,4,4,345,0,0,1,1,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,100.0,5,1,0,0,0,NE,Barnes,Darrius,D,"$110,000","$116,666.67",2016-09-15
4658,Russell Teibert,VAN,M,11,8,696,0,0,1,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,16,3,0,1,0,VAN,Teibert,Russell,M,"$115,000","$182,500.00",2016-09-15
4659,Conor Doyle,COL,F,3,0,23,0,0,1,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,3,0,0,2,0,COL,Doyle,Conor,F,"$66,000","$67,250.00",2016-09-15
4660,David Rocha,HOU,M,4,0,57,0,0,1,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,2,1,0,0,0,,,,,,,
4661,Damien Perrinelle,NY,D,10,7,726,0,0,1,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,9,6,0,2,0,NYRB,Perrinelle,Damien,D,"$140,000","$140,000.00",2016-09-15
4662,Clarence Goodson,SJ ,D,2,2,180,0,0,1,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,3,1,0,0,0,SJ,Goodson,Clarence,D,"$315,000","$342,000.00",2016-09-15
4663,Justin Mapp,SKC,M,6,0,43,0,0,1,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,KC,Mapp,Justin,M,"$224,070","$239,070.00",2016-09-15
4664,Marcel de Jong,VAN,D-M,7,5,467,0,0,2,1,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,50.0,9,2,0,1,0,VAN,de Jong,Marcel,D-M,"$62,500","$62,499.96",2016-09-15
4665,Tyson Wahl,CLB,D,13,11,1014,0,0,2,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,14,7,0,2,1,CLB,Wahl,Tyson,D,"$115,000","$115,000.00",2016-09-15
4666,Kofi Sarkodie,SJ ,D,13,12,1043,0,0,2,1,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,50.0,11,10,1,0,0,SJ,Sarkodie,Kofi,D,"$62,500","$62,500.00",2016-09-15
4667,Ashtone Morgan,TOR,D,7,0,157,0,0,2,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,6,0,1,2,0,TOR,Morgan,Ashtone,D,"$120,000","$132,000.00",2016-09-15
4668,Jack McBean,COL,F,2,1,99,0,0,2,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,2,4,0,0,0,LA,McBean,Jack,F,"$62,500","$62,499.96",2016-09-15
4669,Gaston Sauro,CLB,D,13,12,918,0,0,2,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,23,3,0,3,0,CLB,Sauro,Gaston,D,"$585,000","$601,312.50",2016-09-15
4670,Jose Escalante,HOU,M,3,1,109,0,0,2,1,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,50.0,1,2,0,0,0,HOU,Escalante,Jose,M,"$51,500","$51,499.92",2016-09-15
4671,Kianz Froese,CAN,M,5,1,150,0,0,2,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,3,2,0,1,0,VAN,Froese,Kianz,M,"$66,000","$70,500.00",2016-09-15
4672,Raul Mendiola,LA,M,6,5,375,0,0,2,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,2,5,0,1,0,LA,Mendiola,Raul,F,"$62,500","$62,500.00",2016-09-15
4673,David Choiniere,MTL,M,1,1,76,0,0,2,1,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,50.0,1,0,0,0,0,MTL,Choiniere,David,M,"$51,500","$51,500.00",2016-09-15
4674,Justin Bilyeu,NY,D,3,1,117,0,0,2,1,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,50.0,1,0,0,0,0,NYRB,Bilyeu,Justin,D,"$51,500","$51,500.00",2016-09-15
4675,Deybi Flores,VAN,M,1,1,45,0,0,2,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,3,0,0,0,0,VAN,Flores,Deybi,M,"$62,500","$68,385.00",2016-09-15
4676,Eric Ayuk,PHI,M,1,1,90,0,0,2,2,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,100.0,0,1,0,0,0,PHI,Ayuk,Eric,M,"$62,500","$62,500.00",2016-09-15
4677,Alex Morrell,CHI,F,4,0,52,0,0,2,1,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,50.0,0,1,0,0,0,CHI,Morrell,Alex,M,"$51,500","$51,500.00",2016-09-15
4678,Ariel Lassiter,LA,F,3,2,133,0,0,3,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,0,0,0,0,0,LA,Lassiter,Ariel,F,"$51,500","$51,500.00",2016-09-15
4679,Anatole Abang,NY,F,8,2,221,0,0,3,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,4,2,0,0,0,NYRB,Abang,Anatole,F,"$62,500","$62,500.00",2016-09-15
4680,Devon Sandoval,RSL,F,12,2,228,0,0,3,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,4,4,0,0,0,RSL,Sandoval,Devon,F,"$67,500","$67,500.00",2016-09-15
4681,Nick Hagglund,TOR,D,16,8,847,0,0,3,1,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,33.3,13,6,1,0,0,TOR,Hagglund,Nick,D,"$63,000","$63,000.00",2016-09-15
4682,A.J. DeLaGarza,HOU,D,24,23,2064,0,0,3,1,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,33.3,21,21,0,5,0,,,,,,,
4683,Omer Damari,NY,F,4,0,79,0,0,3,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,3,2,0,0,0,NYRB,Damari,Omer,F,"$228,500","$228,499.92",2016-09-15
4684,Johan Kappelhof,CHI,D,33,31,2789,0,0,3,1,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,33.3,35,7,3,3,0,CHI,Kappelhof,Johan,D,"$480,000","$520,000.00",2016-09-15
4685,Chris Schuler,RSL,D,4,3,271,0,0,3,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,5,4,0,0,0,RSL,Schuler,Chris,D,"$62,500","$67,499.96",2016-09-15
4686,Pa-Modou Kah,VAN,D,5,4,395,0,0,3,1,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,33.3,8,1,0,3,0,,,,,,,
4687,José Gonçalves,NE ,D,28,28,2519,0,0,3,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,41,22,1,3,0,,,,,,,
4688,Shaun Wright-Phillips,NY,M,7,1,121,0,0,3,1,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,33.3,3,2,1,0,0,NYRB,Wright-Phillips,Shaun,M,"$100,000","$125,500.00",2016-09-15
4689,David Edgar,VAN,D,8,8,720,0,0,4,1,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,25.0,7,1,0,2,0,VAN,Edgar,David,D,"$105,000","$113,416.67",2016-09-15
4690,Kevin Alston,ORL,D,24,21,1989,0,0,4,1,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,25.0,23,16,0,3,0,ORL,Alston,Kevin,D,"$130,000","$130,000.00",2016-09-15
4691,Zach Scott,SEA,D,14,9,886,0,0,4,1,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,25.0,7,13,0,2,0,SEA,Scott,Zach,D,"$62,500","$62,500.00",2016-09-15
4692,Andres Imperiale,SJ ,D,11,10,869,0,0,4,1,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,25.0,9,5,1,2,0,SJ,Imperiale,Andres,D,"$85,000","$87,500.00",2016-09-15
4693,Karl Ouimette,NY,D,7,6,582,0,0,4,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,3,6,0,0,0,NYRB,Ouimette,Karl,D,"$63,000","$63,000.00",2016-09-15
4694,Pedro Ribeiro,ORL,M-F,3,1,152,0,0,4,2,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,50.0,6,3,1,1,0,ORL,Ribeiro,Pedro,M-F,"$63,000","$63,000.00",2016-09-15
4695,Tony Rocha,OCS,M,8,2,298,0,0,4,0,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,0.0,7,3,1,1,0,ORL,Rocha,Tony,M,"$62,496","$62,496.00",2016-09-15
4696,Getterson,DAL,F,4,2,152,0,0,4,2,0,0/0,0,0,0.00,0.0,2016,REG,0,0,0,0.00,50.0,2,1,0,0,0,,,,,,,
