,Player,Club,POS,GP,GS,MINS,G,A,SHTS_FP,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG_FP,PKA_FP,Last Name,First Name,Base Salary,Guaranteed Compensation,Date,SHTS_GK,SV,GA,GAA,W,L,T,ShO,Wpct,SvPct,PKG_GK,PKA_GK
4627,Marcelo Silva,RSL,D,9.0,9.0,650.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,20.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,Silva,Marcelo,675000.0,711875.0,2017-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4628,Chris Schuler,RSL,D,12.0,12.0,1069.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,16.7,16.0,10.0,0.0,4.0,0.0,0.0,0.0,Schuler,Chris,127500.0,132500.0,2017-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4629,Fatai Alashe,SJ,M,17.0,13.0,1201.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,50.0,18.0,12.0,1.0,6.0,0.0,0.0,0.0,Alashe,Fatai,98175.0,114425.0,2017-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4630,Femi Hollinger-Janzen,NE,F,13.0,1.0,148.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,33.3,3.0,0.0,4.0,0.0,0.0,0.0,0.0,Hollinger-Janzen,Femi,54075.0,54075.0,2017-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4631,Jose Aja,ORL,D,15.0,15.0,1275.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,20.0,9.0,2.0,5.0,1.0,0.0,0.0,Aja,Jose,216000.0,216000.0,2017-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4632,Oniel Fisher,SEA,M-D,9.0,7.0,543.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,16.7,9.0,10.0,0.0,1.0,0.0,0.0,0.0,Fisher,Oniel,65625.0,65625.0,2017-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4633,Victor Arboleda,POR,F-M,5.0,0.0,55.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,16.7,3.0,1.0,1.0,0.0,1.0,0.0,0.0,Arboleda,Victor,65000.04,65000.04,2017-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4634,Daniel Johnson,CHI,M,8.0,0.0,125.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,50.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,Johnson,Daniel,65004.0,65004.0,2017-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4635,Shaun Francis,MTL,D,14.0,12.0,1067.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,42.9,13.0,4.0,2.0,1.0,0.0,0.0,0.0,Francis,Shaun,115000.0,123333.33,2017-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4636,Shaun Francis,SJ,D,14.0,12.0,1067.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,42.9,13.0,4.0,2.0,1.0,0.0,0.0,0.0,Francis,Shaun,115000.0,123333.33,2017-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4637,Andres Romero,MTL,M,9.0,4.0,432.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,28.6,10.0,5.0,1.0,1.0,0.0,0.0,0.0,Romero,Andres,120000.0,120000.0,2017-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4638,Claude Dielna,NE,D,11.0,11.0,945.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,25.0,16.0,5.0,1.0,4.0,0.0,0.0,0.0,Dielna,Claude,780000.0,909861.0,2017-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4639,Quincy Amarikwa,SJ,F,9.0,1.0,150.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,62.5,5.0,2.0,3.0,0.0,0.0,0.0,0.0,Amarikwa,Quincy,256500.0,270166.67,2017-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4640,Nicolai Naess,CLB,D,18.0,17.0,1476.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,12.5,11.0,6.0,0.0,1.0,0.0,0.0,0.0,Naess,Nicolai,235000.0,242500.0,2017-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4641,Nick Hagglund,TOR,D,15.0,13.0,1124.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,11.1,12.0,7.0,0.0,2.0,0.0,0.0,0.0,Hagglund,Nick,100008.0,109633.0,2017-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4642,Jack McInerney,LA,F,8.0,3.0,260.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,44.4,3.0,4.0,1.0,1.0,0.0,0.0,0.0,McInerney,Jack,325000.0,325000.0,2017-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4643,Larrys Mabiala,POR,D,13.0,13.0,1160.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,0.0,16.0,5.0,0.0,0.0,1.0,0.0,0.0,Mabiala,Larrys,431666.64,480916.64,2017-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4644,Hassoun Camara,MTL,D,18.0,16.0,1350.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,40.0,23.0,10.0,2.0,4.0,1.0,0.0,0.0,Camara,Hassoun,255000.0,255000.0,2017-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4645,Simon Dawkins,SJ,M,14.0,7.0,637.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,10.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,Dawkins,Simon,800000.0,800000.0,2017-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4646,Aaron Kovar,SEA,M,7.0,1.0,199.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,10.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,Kovar,Aaron,66150.0,66350.0,2017-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4647,Taylor Kemp,DC,D,22.0,22.0,1980.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,18.2,12.0,17.0,0.0,2.0,0.0,0.0,0.0,Kemp,Taylor,120000.0,120000.0,2017-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4648,Justen Glad,RSL,D,18.0,18.0,1620.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,45.5,21.0,8.0,0.0,2.0,0.0,0.0,0.0,Glad,Justen,225000.0,246700.0,2017-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4649,Bradley Diallo,LA,D,18.0,15.0,1380.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,27.3,39.0,6.0,1.0,7.0,1.0,0.0,0.0,Diallo,Bradley,65004.0,65004.0,2017-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4650,Bashkim Kadrii,MIN,M-F,11.0,5.0,422.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,25.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Kadrii,Bashkim,264000.0,288100.0,2017-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4651,Gershon Koffie,NE,M,23.0,21.0,1920.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,12.5,39.0,47.0,0.0,3.0,0.0,0.0,0.0,Koffie,Gershon,120000.0,120000.0,2017-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4652,Ryan Hollingshead,DAL,M-D,18.0,9.0,820.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,18.8,8.0,5.0,2.0,0.0,0.0,0.0,0.0,Hollingshead,Ryan,132500.0,132500.0,2017-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4653,Luis Gil,COL,M,21.0,9.0,853.0,0.0,0.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,58.8,10.0,7.0,0.0,1.0,0.0,0.0,0.0,Gil,Luis,144000.0,144000.0,2017-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4654,Luis Gil,ORL,M,21.0,9.0,853.0,0.0,0.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,58.8,10.0,7.0,0.0,1.0,0.0,0.0,0.0,Gil,Luis,144000.0,144000.0,2017-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4655,Nick DeLeon,DC,D,19.0,18.0,1594.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,2017,REG,0.0,0.0,0.0,0.0,22.2,13.0,15.0,1.0,3.0,0.0,0.0,0.0,DeLeon,Nick,255000.0,255000.0,2017-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4656,Bouna Coundoul,COL,GK,30.0,30.0,2668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Coundoul,Bouna,30000.0,30000.0,2007-08-31,158.0,120.0,32.0,1.07,9.0,12.0,8.0,9.0,30.0,75.9,2.0,2.0
4657,Kevin Hartman,KC,GK,30.0,30.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hartman,Kevin,150000.0,150000.0,2007-08-31,159.0,110.0,45.0,1.5,11.0,12.0,7.0,5.0,36.7,69.2,6.0,7.0
4658,Matt Reis,NE,GK,30.0,30.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reis,Matt,150000.0,150000.0,2007-08-31,169.0,120.0,43.0,1.43,14.0,8.0,8.0,10.0,46.7,71.0,3.0,3.0
4659,Joe Cannon,LA,GK,29.0,29.0,2610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cannon,Joe,192000.0,192000.0,2007-08-31,171.0,119.0,46.0,1.59,9.0,13.0,7.0,5.0,31.0,69.6,4.0,5.0
4660,Troy Perkins,DC,GK,29.0,29.0,2610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Perkins,Troy,85000.0,87500.0,2007-08-31,155.0,117.0,32.0,1.1,16.0,6.0,7.0,8.0,55.2,75.5,1.0,3.0
4661,Pat Onstad,HOU,GK,27.0,27.0,2418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Onstad,Pat,168000.0,168000.0,2007-08-31,109.0,85.0,22.0,0.81,13.0,8.0,6.0,11.0,48.1,78.0,1.0,2.0
4662,Nick Rimando,RSL,GK,27.0,27.0,2430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rimando,Nick,64125.0,68468.75,2007-08-31,191.0,146.0,37.0,1.37,6.0,13.0,8.0,7.0,22.2,76.4,4.0,6.0
4663,Matt Pickens,CHI,GK,27.0,27.0,2430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pickens,Matt,32340.0,32340.0,2007-08-31,137.0,102.0,31.0,1.15,9.0,8.0,10.0,10.0,33.3,74.5,4.0,4.0
4664,Brad Guzan,CHV,GK,27.0,27.0,2430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guzan,Brad,52237.5,67237.5,2007-08-31,119.0,87.0,25.0,0.93,14.0,6.0,7.0,13.0,51.9,73.1,2.0,3.0
4665,William Hesmer,CLB,GK,20.0,20.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hesmer,William,30870.0,30870.0,2007-08-31,99.0,71.0,29.0,1.45,8.0,7.0,5.0,5.0,40.0,71.7,2.0,3.0
4666,Ronald Waterreus,NY,GK,18.0,18.0,1557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Waterreus,Ronald,200000.0,200000.0,2007-08-31,89.0,59.0,31.0,1.72,6.0,6.0,5.0,5.0,33.3,66.3,3.0,3.0
4667,Dario Sala,DAL,GK,18.0,18.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sala,Dario,110000.0,119875.0,2007-08-31,97.0,64.0,29.0,1.61,8.0,7.0,3.0,5.0,44.4,66.0,2.0,2.0
4668,Jon Conway,NY,GK,14.0,12.0,1142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conway,Jon,65000.0,65750.0,2007-08-31,79.0,57.0,14.0,1.17,6.0,5.0,2.0,4.0,42.9,72.2,1.0,2.0
4669,Andy Gruenebaum,CLB,GK,10.0,10.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gruenebaum,Andy,17700.0,17700.0,2007-08-31,53.0,35.0,15.0,1.5,1.0,4.0,5.0,3.0,10.0,66.0,0.0,0.0
4670,Srdjan Djekanovic,TOR,GK,8.0,7.0,635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Djekanovic,Srdjan,17700.0,17700.0,2007-08-31,34.0,22.0,9.0,1.29,2.0,3.0,2.0,2.0,25.0,64.7,1.0,1.0
4671,Greg Sutton,TOR,GK,8.0,8.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sutton,Greg,125000.0,132562.5,2007-08-31,53.0,36.0,15.0,1.88,2.0,5.0,1.0,1.0,25.0,67.9,2.0,2.0
4672,Shaka Hislop,DAL,GK,6.0,6.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hislop,Shaka,220800.0,220800.0,2007-08-31,32.0,23.0,9.0,1.5,2.0,3.0,1.0,0.0,33.3,71.9,0.0,0.0
4673,Ray Burse,DAL,GK,6.0,6.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burse,Ray,17700.0,17700.0,2007-08-31,29.0,23.0,6.0,1.0,3.0,2.0,1.0,2.0,50.0,79.3,1.0,1.0
4674,Preston Burpo,CHV,GK,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burpo,Preston,52491.6,52491.6,2007-08-31,16.0,13.0,3.0,1.0,1.0,1.0,1.0,1.0,33.3,81.3,0.0,0.0
4675,Jon Busch,CHI,GK,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Busch,Jon,58008.0,58008.0,2007-08-31,20.0,15.0,5.0,1.67,1.0,2.0,0.0,1.0,33.3,75.0,2.0,2.0
4676,Chris Seitz,RSL,GK,3.0,3.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seitz,Chris,55000.0,90500.0,2007-08-31,14.0,6.0,8.0,2.67,0.0,2.0,1.0,0.0,0.0,42.9,0.0,0.0
4677,Zach Thornton,COL,GK,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thornton,Zach,57600.0,57600.0,2007-08-31,3.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,33.3,0.0,0.0
4678,Jay Nolly,DC,GK,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nolly,Jay,36000.0,36000.0,2007-08-31,9.0,7.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,77.8,0.0,0.0
4679,Steve Cronin,LA,GK,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cronin,Steve,34728.75,42228.75,2007-08-31,8.0,6.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,75.0,0.0,0.0
4680,David Monsalve,UNK,GK,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Monsalve,David,30000.0,30000.0,2007-08-31,10.0,7.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,70.0,0.0,0.0
4681,Justin Myers,CHV,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Myers,Justin,12900.0,12900.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4682,Lance Friesz,LA,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Friesz,Lance,12900.0,12900.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4683,Kyle Reynish,RSL,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Reynish,Kyle,17700.0,17700.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4684,Jordan James,HOU,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,James,Jordan,12900.0,12900.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4685,Nick Noble,CHI,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Noble,Nick,12900.0,12900.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4686,Bill Gaudette,CLB,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gaudette,Bill,30000.0,30000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4687,Justin Hughes,COL,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hughes,Justin,12900.0,12900.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4688,Shawn Crowe,DC,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Crowe,Shawn,12900.0,12900.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4689,Eric Kronberg,KC,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kronberg,Eric,30000.0,30000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4690,Chris Konopka,KC,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Konopka,Chris,12900.0,12900.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4691,Boris Pardo,UNK,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pardo,Boris,17700.0,17700.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4692,Brad Knighton,NE,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Knighton,Brad,12900.0,12900.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4693,Danny Cepero,NY,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cepero,Danny,12900.0,12900.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4694,Doug Warren,NE,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Warren,Doug,50000.0,50000.0,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4695,Nick Rimando,RSL,GK,30.0,30.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rimando,Nick,91500.0,95843.75,2008-10-07,140.0,96.0,39.0,1.3,10.0,10.0,10.0,8.0,33.3,68.6,4.0,4.0
4696,Jon Busch,CHI,GK,30.0,30.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Busch,Jon,80000.0,81250.0,2008-10-07,156.0,122.0,33.0,1.1,13.0,10.0,7.0,10.0,43.3,78.2,0.0,1.0
