,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,Last Name,First Name,Base Salary,Guaranteed Compensation,Date
4630,Alvas Powell,POR,D,23.0,23.0,2015.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,1.0,0.04,16.7,21.0,29.0,0.0,4.0,0.0,0.0,0.0,Powell,Alvas,95000.0,103700.0,2016-05-15
4631,Federico Bravo,NYCFC,M,21.0,11.0,1096.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,1.0,0.08,0.0,36.0,19.0,0.0,8.0,1.0,0.0,0.0,Bravo,Federico,110000.0,110000.0,2016-05-15
4632,Federico Bravo,NYCFC,M,21.0,11.0,1096.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,1.0,0.08,0.0,36.0,19.0,0.0,8.0,1.0,0.0,0.0,Bravo,Federico,110000.0,110000.0,2016-09-15
4633,Eric Miller,COL,D,26.0,23.0,2118.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,0.0,0.04,28.6,24.0,11.0,4.0,3.0,1.0,0.0,0.0,Miller,Eric,66413.0,77412.5,2016-09-15
4634,Eric Miller,COL,D,26.0,23.0,2118.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,0.0,0.04,28.6,24.0,11.0,4.0,3.0,1.0,0.0,0.0,Miller,Eric,66413.0,77412.5,2016-05-15
4635,Nick LaBrocca,CHI,M,12.0,5.0,514.0,0.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,1.0,0.18,37.5,13.0,12.0,0.0,3.0,0.0,0.0,0.0,LaBrocca,Nick,110000.0,110000.0,2016-05-15
4636,Jordan Stewart,SJ,D-M,15.0,14.0,1221.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,0.0,0.07,25.0,15.0,31.0,0.0,4.0,0.0,0.0,0.0,Stewart,Jordan,100000.0,100000.0,2016-05-15
4637,Jordan Stewart,SJ,D-M,15.0,14.0,1221.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,0.0,0.07,25.0,15.0,31.0,0.0,4.0,0.0,0.0,0.0,Stewart,Jordan,100000.0,100000.0,2016-09-15
4638,Diego Chara,POR,M,30.0,30.0,2600.0,0.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,1.0,0.0,0.03,22.2,86.0,55.0,0.0,9.0,1.0,0.0,0.0,Chara,Diego,150000.0,172000.0,2016-05-15
4639,Wil Trapp,CLB,M,30.0,29.0,2543.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,0.0,0.04,0.0,34.0,25.0,0.0,5.0,0.0,0.0,0.0,Trapp,Wil,151250.0,178250.0,2016-05-15
4641,Mikey Lopez,NYCFC,M,15.0,6.0,672.0,0.0,1.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,1.0,0.13,33.3,19.0,10.0,0.0,6.0,0.0,0.0,0.0,Lopez,Mikey,51500.0,51500.0,2016-05-15
4642,Leo Fernandes,PHI,M,12.0,2.0,256.0,0.0,1.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,0.0,0.35,25.0,9.0,7.0,0.0,1.0,0.0,0.0,0.0,Fernandes,Leo,63000.0,63000.0,2016-05-15
4643,Jalil Anibaba,HOU,D,30.0,28.0,2614.0,0.0,1.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,0.0,0.03,33.3,27.0,8.0,1.0,4.0,0.0,0.0,0.0,Anibaba,Jalil,62500.0,62500.0,2016-09-15
4644,Jalil Anibaba,HOU,D,30.0,28.0,2614.0,0.0,1.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,0.0,0.03,33.3,27.0,8.0,1.0,4.0,0.0,0.0,0.0,Anibaba,Jalil,62500.0,62500.0,2016-05-15
4645,Ben Zemanski,POR,M,16.0,11.0,1010.0,0.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,0.0,0.09,8.3,10.0,12.0,0.0,2.0,0.0,0.0,0.0,Zemanski,Ben,85000.0,89000.0,2016-05-15
4646,Collen Warner,HOU,M,24.0,24.0,1979.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,1.0,0.05,0.0,41.0,18.0,0.0,2.0,0.0,0.0,0.0,Warner,Collen,149934.0,177434.0,2016-05-15
4648,Hector Jimenez,CLB,M,25.0,14.0,1239.0,0.0,1.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,0.0,1.0,0.07,28.6,4.0,10.0,2.0,0.0,0.0,0.0,0.0,Jimenez,Hector,105000.0,105000.0,2016-05-15
4649,Henok Goitom,SJ,F,8.0,3.0,416.0,0.0,1.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,0.0,0.22,14.3,6.0,6.0,2.0,1.0,0.0,0.0,0.0,Goitom,Henok,682800.0,729300.0,2016-09-15
4650,Chris Rolfe,DC,F,9.0,9.0,643.0,0.0,1.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,1.0,0.14,17.6,7.0,11.0,3.0,2.0,0.0,0.0,0.0,Rolfe,Chris,257500.0,272500.0,2016-05-15
4651,Erick Torres,HOU,F,11.0,4.0,401.0,0.0,1.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,1.0,0.0,0.22,17.6,9.0,9.0,1.0,1.0,0.0,0.0,0.0,Torres,Erick,575000.0,650000.0,2016-05-15
4652,Connor Hallisey,KC,F,17.0,12.0,1072.0,0.0,1.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,0.0,0.08,44.4,5.0,12.0,0.0,0.0,0.0,0.0,0.0,Hallisey,Connor,63000.0,76750.0,2016-05-15
4653,Maynor Figueroa,DAL,D,28.0,28.0,2434.0,0.0,1.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,2016,REG,1.0,0.0,1.0,0.04,19.0,27.0,11.0,1.0,7.0,1.0,0.0,0.0,Figueroa,Maynor,115000.0,138333.33,2016-05-15
4654,Nelson Valdez,SEA,F,24.0,8.0,900.0,0.0,1.0,30.0,11.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,1.0,0.0,0.1,36.7,21.0,22.0,9.0,4.0,0.0,0.0,0.0,Valdez,Nelson,1200000.0,1455000.0,2016-05-15
4655,Kyle Beckerman,RSL,M,27.0,27.0,2367.0,0.0,1.0,43.0,12.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,1.0,0.04,27.9,48.0,27.0,0.0,8.0,1.0,0.0,0.0,Beckerman,Kyle,675000.0,750000.0,2016-05-15
4656,Sean St. Ledger,COL,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,St. Ledger,Sean,191875.0,194375.0,2016-05-15
4657,Conor Casey,CLB,F,4.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,Casey,Conor,105000.0,105000.0,2016-05-15
4658,Nathan Sturgis,SEA,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sturgis,Nathan,62508.0,62508.0,2016-05-15
4659,Mehdi Ballouchy,NYCFC,M,4.0,1.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Ballouchy,Mehdi,71663.0,86662.5,2016-05-15
4660,Jason Hernandez,NYCFC,D,31.0,26.0,2292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,26.0,21.0,0.0,2.0,1.0,0.0,0.0,Hernandez,Jason,200000.0,210000.0,2016-05-15
4661,Maurice Edu,PHI,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Edu,Maurice,725000.0,793750.0,2016-05-15
4662,Steven Lenhart,SJ,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lenhart,Steven,170000.0,179083.33,2016-05-15
4663,Markus Halsti,DC,M-D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Halsti,Markus,275000.0,336833.33,2016-05-15
4664,Andrea Mancini,DC,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mancini,Andrea,82500.0,82500.0,2016-09-15
4665,Andrea Mancini,DC,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mancini,Andrea,82500.0,82500.0,2016-05-15
4666,Xavier Kouassi,NE,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kouassi,Xavier,840000.0,890541.75,2016-05-15
4668,Marc Pelosi,SJ,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pelosi,Marc,72000.0,84500.0,2016-05-15
4670,Ever Alvarado,KC,D,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Alvarado,Ever,51500.0,75166.71,2016-09-15
4671,Rafael Garcia,LA,D,6.0,2.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,Garcia,Rafael,75000.0,75000.0,2016-05-15
4672,Eric Gehrig,CHI,D,5.0,3.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Gehrig,Eric,106875.0,112708.33,2016-05-15
4673,Zach Pfeffer,COL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pfeffer,Zach,101000.0,101000.0,2016-05-15
4674,Chris Korb,DC,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Korb,Chris,108900.0,116379.83,2016-05-15
4675,Michael Farfan,SEA,M,1.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Farfan,Michael,80000.0,80000.0,2016-05-15
4676,Ethan White,NYCFC,D,13.0,7.0,676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,2.0,1.0,0.0,0.0,White,Ethan,62500.0,62500.0,2016-05-15
4677,Moises Hernandez,DAL,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hernandez,Moises,100000.0,105000.0,2016-05-15
4678,Zach Loyd,DAL,D,12.0,10.0,919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,1.0,0.0,0.0,0.0,Loyd,Zach,200000.0,221666.67,2016-05-15
4679,Emil Larsen,CLB,M,3.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Larsen,Emil,175000.0,175000.0,2016-05-15
4681,Amobi Okugo,POR,D-M,4.0,2.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,Okugo,Amobi,300000.0,325000.0,2016-09-15
4682,Amobi Okugo,POR,D-M,4.0,2.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,Okugo,Amobi,300000.0,325000.0,2016-05-15
4683,Aubrey David,DAL,D,5.0,4.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,David,Aubrey,62508.0,83674.67,2016-09-15
4684,Kevin Kratz,PHI,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kratz,Kevin,62508.0,76758.0,2016-09-15
4685,Andres Romero,MTL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Romero,Andres,110000.0,110000.0,2016-09-15
4686,Andres Romero,MTL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Romero,Andres,110000.0,110000.0,2016-05-15
4687,Norberto Paparatto,DAL,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paparatto,Norberto,175000.0,174999.96,2016-09-15
4688,Michael Gamble,NE,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gamble,Michael,51500.0,51500.04,2016-05-15
4689,Jalen Robinson,DC,D,4.0,3.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Robinson,Jalen,75000.0,87000.0,2016-05-15
4690,Collin Martin,DC,M,2.0,1.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,Martin,Collin,75000.0,89166.67,2016-05-15
4691,Andy Craven,SEA,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Craven,Andy,62508.0,62508.0,2016-05-15
4692,Juan Esteban Ortiz,DAL,M,5.0,2.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,Esteban Ortiz,Juan,160000.0,204500.0,2016-05-15
4693,Boyd Okwuonu,RSL,D,2.0,1.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Okwuonu,Boyd,66000.0,86000.0,2016-05-15
4694,Chris Klute,POR,D,8.0,8.0,709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,Klute,Chris,86625.0,91924.63,2016-05-15
4696,Chad Barson,CLB,D,7.0,3.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,Barson,Chad,63000.0,63000.0,2016-05-15
4698,Mikey Ambrose,ORL,D,5.0,4.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,Ambrose,Mikey,62496.0,62496.0,2016-09-15
4699,Oscar Sorto,LA,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sorto,Oscar,63000.0,64875.0,2016-05-15
4700,Gbenga Arokoyo,POR,D,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arokoyo,Gbenga,90000.0,110600.0,2016-09-15
4701,Jose Villarreal,LA,F,3.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Villarreal,Jose,90000.0,90000.0,2016-09-15
4702,Jose Villarreal,LA,F,3.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Villarreal,Jose,90000.0,90000.0,2016-05-15
4703,Kevin Garcia,HOU,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Garcia,Kevin,62508.0,62508.0,2016-09-15
4704,Cole Seiler,VAN,D,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Seiler,Cole,51500.0,51500.0,2016-05-15
4706,Brandon Allen,NY,F,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Allen,Brandon,62500.0,62500.0,2016-05-15
4707,Sebastien Ibeagha,HOU,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ibeagha,Sebastien,62500.0,62500.0,2016-05-15
4708,Christian Dean,VAN,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dean,Christian,110000.0,191000.0,2016-05-15
4709,Phanuel Kavita,RSL,D,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Kavita,Phanuel,51500.0,51500.0,2016-05-15
4710,Kyle Fisher,MTL,D,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Fisher,Kyle,65000.0,73375.0,2016-05-15
4712,Jeremy Gagnon-Lapare,MTL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gagnon-Lapare,Jeremy,51500.0,51500.0,2016-05-15
4713,Andy Thoma,POR,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thoma,Andy,62500.0,64000.0,2016-09-15
4714,Andy Thoma,POR,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thoma,Andy,62500.0,64000.0,2016-05-15
4715,Devron Garcia,ORL,M-D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Garcia,Devron,62500.0,70937.5,2016-09-15
4716,Devron Garcia,ORL,M-D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Garcia,Devron,62500.0,70937.5,2016-05-15
4717,Mark Sherrod,SJ,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sherrod,Mark,63000.0,63000.0,2016-05-15
4719,Darwin Jones,SEA,F,2.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Jones,Darwin,62500.0,68750.0,2016-05-15
4720,Taylor Peay,POR,D,2.0,1.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Peay,Taylor,53472.0,53472.0,2016-05-15
4721,Emery Welshman,RSL,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Welshman,Emery,62500.0,62500.0,2016-05-15
4723,Harrison Heath,ORL,M,3.0,3.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,Heath,Harrison,63000.0,63000.0,2016-05-15
4724,Ricardo Velazco,RSL,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Velazco,Ricardo,62508.0,62508.0,2016-09-15
4725,Aaron Long,NY,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Long,Aaron,51504.0,51504.0,2016-09-15
4726,Connor Brandt,NYCFC,M-D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brandt,Connor,53472.0,53472.0,2016-09-15
4727,Connor Brandt,NYCFC,M-D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brandt,Connor,53472.0,53472.0,2016-05-15
4728,Paxton Pomykal,DAL,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pomykal,Paxton,51504.0,56504.0,2016-09-15
4730,Derrick Jones,PHI,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jones,Derrick,51504.0,57404.0,2016-09-15
4731,Brett Levis,VAN,D,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Levis,Brett,62500.0,64999.96,2016-09-15
4732,Cole Missimo,PHI,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Missimo,Cole,51500.0,51500.0,2016-05-15
4733,Shannon Gomez,NYCFC,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gomez,Shannon,51500.0,51500.04,2016-05-15
4734,Agustin Jara,DAL,D,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jara,Agustin,62508.0,62508.0,2016-05-15
4736,Drew Conner,CHI,M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,REG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Conner,Drew,62500.0,62500.0,2016-05-15
